_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2267
2,BEDS_ICU_OCCUPIED_COVID_19,294
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1199
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,774
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,84
7,VENTS_NON_COVID_PTS_ON_VENTS,448
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2364
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,12.9700000000000006394884621840901672840118408203125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,52.8900000000000005684341886080801486968994140625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,34.1400000000000005684341886080801486968994140625
12,PCT_VENTS_ALL_USE_COVID_19,2.899999999999999911182158029987476766109466552734375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.4700000000000006394884621840901672840118408203125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,81.6299999999999954525264911353588104248046875
