_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2153
2,BEDS_ICU_OCCUPIED_COVID_19,898
3,BEDS_ICU_NO_OCCUPIED_COVID_19,790
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,465
5,VENTS_TOTAL,2801
6,VENTS_ALL_USE_COVID_19,278
7,VENTS_NON_COVID_PTS_ON_VENTS,479
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2044
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,41.71000000000000085265128291212022304534912109375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,36.68999999999999772626324556767940521240234375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,21.60000000000000142108547152020037174224853515625
12,PCT_VENTS_ALL_USE_COVID_19,9.92999999999999971578290569595992565155029296875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,17.10000000000000142108547152020037174224853515625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,72.969999999999998863131622783839702606201171875
