_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2349
2,BEDS_ICU_OCCUPIED_COVID_19,248
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1253
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,848
5,VENTS_TOTAL,2887
6,VENTS_ALL_USE_COVID_19,85
7,VENTS_NON_COVID_PTS_ON_VENTS,417
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2385
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,10.5600000000000004973799150320701301097869873046875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,53.340000000000003410605131648480892181396484375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,36.10000000000000142108547152020037174224853515625
12,PCT_VENTS_ALL_USE_COVID_19,2.939999999999999946709294817992486059665679931640625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.4399999999999995026200849679298698902130126953125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,82.6099999999999994315658113919198513031005859375
