_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2228
2,BEDS_ICU_OCCUPIED_COVID_19,383
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1007
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,838
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,125
7,VENTS_NON_COVID_PTS_ON_VENTS,456
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2309
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,17.190000000000001278976924368180334568023681640625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,45.2000000000000028421709430404007434844970703125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,37.6099999999999994315658113919198513031005859375
12,PCT_VENTS_ALL_USE_COVID_19,4.3300000000000000710542735760100185871124267578125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.7799999999999993605115378159098327159881591796875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,79.900000000000005684341886080801486968994140625
