_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2219
2,BEDS_ICU_OCCUPIED_COVID_19,357
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1189
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,673
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,116
7,VENTS_NON_COVID_PTS_ON_VENTS,497
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2277
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,16.089999999999999857891452847979962825775146484375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,53.5799999999999982946974341757595539093017578125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,30.3299999999999982946974341757595539093017578125
12,PCT_VENTS_ALL_USE_COVID_19,4.0099999999999997868371792719699442386627197265625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,17.199999999999999289457264239899814128875732421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.7900000000000062527760746888816356658935546875
