_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2390
2,BEDS_ICU_OCCUPIED_COVID_19,237
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1239
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,914
5,VENTS_TOTAL,2917
6,VENTS_ALL_USE_COVID_19,68
7,VENTS_NON_COVID_PTS_ON_VENTS,402
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2447
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,9.9199999999999999289457264239899814128875732421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,51.840000000000003410605131648480892181396484375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,38.24000000000000198951966012828052043914794921875
12,PCT_VENTS_ALL_USE_COVID_19,2.3300000000000000710542735760100185871124267578125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,13.7799999999999993605115378159098327159881591796875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,83.8900000000000005684341886080801486968994140625
