_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2166
2,BEDS_ICU_OCCUPIED_COVID_19,524
3,BEDS_ICU_NO_OCCUPIED_COVID_19,982
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,660
5,VENTS_TOTAL,2813
6,VENTS_ALL_USE_COVID_19,173
7,VENTS_NON_COVID_PTS_ON_VENTS,465
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2175
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,24.190000000000001278976924368180334568023681640625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,45.340000000000003410605131648480892181396484375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,30.469999999999998863131622783839702606201171875
12,PCT_VENTS_ALL_USE_COVID_19,6.1500000000000003552713678800500929355621337890625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.530000000000001136868377216160297393798828125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.31999999999999317878973670303821563720703125
