_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2223
2,BEDS_ICU_OCCUPIED_COVID_19,377
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1121
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,725
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,132
7,VENTS_NON_COVID_PTS_ON_VENTS,499
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2259
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,16.96000000000000085265128291212022304534912109375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,50.42999999999999971578290569595992565155029296875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,32.6099999999999994315658113919198513031005859375
12,PCT_VENTS_ALL_USE_COVID_19,4.57000000000000028421709430404007434844970703125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,17.269999999999999573674358543939888477325439453125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.1700000000000017053025658242404460906982421875
