_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2431
2,BEDS_ICU_OCCUPIED_COVID_19,327
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1214
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,890
5,VENTS_TOTAL,2928
6,VENTS_ALL_USE_COVID_19,85
7,VENTS_NON_COVID_PTS_ON_VENTS,438
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2405
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,13.449999999999999289457264239899814128875732421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,49.93999999999999772626324556767940521240234375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,36.6099999999999994315658113919198513031005859375
12,PCT_VENTS_ALL_USE_COVID_19,2.899999999999999911182158029987476766109466552734375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.96000000000000085265128291212022304534912109375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,82.1400000000000005684341886080801486968994140625
