_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2147
2,BEDS_ICU_OCCUPIED_COVID_19,878
3,BEDS_ICU_NO_OCCUPIED_COVID_19,767
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,502
5,VENTS_TOTAL,2802
6,VENTS_ALL_USE_COVID_19,310
7,VENTS_NON_COVID_PTS_ON_VENTS,426
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2066
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,40.8900000000000005684341886080801486968994140625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,35.719999999999998863131622783839702606201171875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,23.379999999999999005240169935859739780426025390625
12,PCT_VENTS_ALL_USE_COVID_19,11.0600000000000004973799150320701301097869873046875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.199999999999999289457264239899814128875732421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,73.7300000000000039790393202565610408782958984375
