_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2159
2,BEDS_ICU_OCCUPIED_COVID_19,796
3,BEDS_ICU_NO_OCCUPIED_COVID_19,819
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,544
5,VENTS_TOTAL,2803
6,VENTS_ALL_USE_COVID_19,246
7,VENTS_NON_COVID_PTS_ON_VENTS,461
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2096
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,36.86999999999999744204615126363933086395263671875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,37.92999999999999971578290569595992565155029296875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,25.199999999999999289457264239899814128875732421875
12,PCT_VENTS_ALL_USE_COVID_19,8.7799999999999993605115378159098327159881591796875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.449999999999999289457264239899814128875732421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,74.780000000000001136868377216160297393798828125
