_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2233
2,BEDS_ICU_OCCUPIED_COVID_19,265
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1118
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,850
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,102
7,VENTS_NON_COVID_PTS_ON_VENTS,481
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2313
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,11.8699999999999992184029906638897955417633056640625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,50.07000000000000028421709430404007434844970703125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,38.07000000000000028421709430404007434844970703125
12,PCT_VENTS_ALL_USE_COVID_19,3.520000000000000017763568394002504646778106689453125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.6099999999999994315658113919198513031005859375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,79.8700000000000045474735088646411895751953125
