_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2111
2,BEDS_ICU_OCCUPIED_COVID_19,508
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1038
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,565
5,VENTS_TOTAL,2832
6,VENTS_ALL_USE_COVID_19,159
7,VENTS_NON_COVID_PTS_ON_VENTS,462
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2211
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,24.059999999999998721023075631819665431976318359375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,49.1700000000000017053025658242404460906982421875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,26.760000000000001563194018672220408916473388671875
12,PCT_VENTS_ALL_USE_COVID_19,5.61000000000000031974423109204508364200592041015625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.309999999999998721023075631819665431976318359375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.06999999999999317878973670303821563720703125
