_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2356
2,BEDS_ICU_OCCUPIED_COVID_19,245
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1288
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,823
5,VENTS_TOTAL,2910
6,VENTS_ALL_USE_COVID_19,84
7,VENTS_NON_COVID_PTS_ON_VENTS,417
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2409
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,10.4000000000000003552713678800500929355621337890625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,54.6700000000000017053025658242404460906982421875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,34.92999999999999971578290569595992565155029296875
12,PCT_VENTS_ALL_USE_COVID_19,2.890000000000000124344978758017532527446746826171875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.3300000000000000710542735760100185871124267578125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,82.780000000000001136868377216160297393798828125
