_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2242
2,BEDS_ICU_OCCUPIED_COVID_19,333
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1160
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,749
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,101
7,VENTS_NON_COVID_PTS_ON_VENTS,485
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2304
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,14.8499999999999996447286321199499070644378662109375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,51.74000000000000198951966012828052043914794921875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,33.409999999999996589394868351519107818603515625
12,PCT_VENTS_ALL_USE_COVID_19,3.4900000000000002131628207280300557613372802734375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.780000000000001136868377216160297393798828125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,79.719999999999998863131622783839702606201171875
