_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2226
2,BEDS_ICU_OCCUPIED_COVID_19,403
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1077
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,746
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,136
7,VENTS_NON_COVID_PTS_ON_VENTS,478
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2276
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,18.10000000000000142108547152020037174224853515625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,48.38000000000000255795384873636066913604736328125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,33.50999999999999801048033987171947956085205078125
12,PCT_VENTS_ALL_USE_COVID_19,4.70999999999999996447286321199499070644378662109375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.53999999999999914734871708787977695465087890625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.75
