_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2263
2,BEDS_ICU_OCCUPIED_COVID_19,291
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1229
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,743
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,80
7,VENTS_NON_COVID_PTS_ON_VENTS,502
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2314
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,12.8599999999999994315658113919198513031005859375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,54.31000000000000227373675443232059478759765625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,32.8299999999999982946974341757595539093017578125
12,PCT_VENTS_ALL_USE_COVID_19,2.7599999999999997868371792719699442386627197265625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,17.3299999999999982946974341757595539093017578125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,79.900000000000005684341886080801486968994140625
