_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2106
2,BEDS_ICU_OCCUPIED_COVID_19,470
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1026
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,610
5,VENTS_TOTAL,2831
6,VENTS_ALL_USE_COVID_19,166
7,VENTS_NON_COVID_PTS_ON_VENTS,462
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2203
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,22.32000000000000028421709430404007434844970703125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,48.719999999999998863131622783839702606201171875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,28.96000000000000085265128291212022304534912109375
12,PCT_VENTS_ALL_USE_COVID_19,5.86000000000000031974423109204508364200592041015625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.32000000000000028421709430404007434844970703125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.81999999999999317878973670303821563720703125
