_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2275
2,BEDS_ICU_OCCUPIED_COVID_19,295
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1235
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,745
5,VENTS_TOTAL,2912
6,VENTS_ALL_USE_COVID_19,76
7,VENTS_NON_COVID_PTS_ON_VENTS,479
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2357
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,12.9700000000000006394884621840901672840118408203125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,54.28999999999999914734871708787977695465087890625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,32.75
12,PCT_VENTS_ALL_USE_COVID_19,2.609999999999999875655021241982467472553253173828125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.449999999999999289457264239899814128875732421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,80.93999999999999772626324556767940521240234375
