_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2164
2,BEDS_ICU_OCCUPIED_COVID_19,528
3,BEDS_ICU_NO_OCCUPIED_COVID_19,960
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,676
5,VENTS_TOTAL,2813
6,VENTS_ALL_USE_COVID_19,170
7,VENTS_NON_COVID_PTS_ON_VENTS,456
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2187
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,24.39999999999999857891452847979962825775146484375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,44.3599999999999994315658113919198513031005859375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,31.239999999999998436805981327779591083526611328125
12,PCT_VENTS_ALL_USE_COVID_19,6.04000000000000003552713678800500929355621337890625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.21000000000000085265128291212022304534912109375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.75
