_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2354
2,BEDS_ICU_OCCUPIED_COVID_19,244
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1265
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,845
5,VENTS_TOTAL,2902
6,VENTS_ALL_USE_COVID_19,81
7,VENTS_NON_COVID_PTS_ON_VENTS,425
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2396
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,10.3699999999999992184029906638897955417633056640625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,53.74000000000000198951966012828052043914794921875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,35.89999999999999857891452847979962825775146484375
12,PCT_VENTS_ALL_USE_COVID_19,2.79000000000000003552713678800500929355621337890625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.6500000000000003552713678800500929355621337890625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,82.56000000000000227373675443232059478759765625
