_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2236
2,BEDS_ICU_OCCUPIED_COVID_19,412
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1013
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,811
5,VENTS_TOTAL,2832
6,VENTS_ALL_USE_COVID_19,141
7,VENTS_NON_COVID_PTS_ON_VENTS,479
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2212
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,18.42999999999999971578290569595992565155029296875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,45.2999999999999971578290569595992565155029296875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,36.27000000000000312638803734444081783294677734375
12,PCT_VENTS_ALL_USE_COVID_19,4.980000000000000426325641456060111522674560546875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.910000000000000142108547152020037174224853515625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.1099999999999994315658113919198513031005859375
