_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2389
2,BEDS_ICU_OCCUPIED_COVID_19,237
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1307
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,845
5,VENTS_TOTAL,2955
6,VENTS_ALL_USE_COVID_19,72
7,VENTS_NON_COVID_PTS_ON_VENTS,411
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2472
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,9.9199999999999999289457264239899814128875732421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,54.71000000000000085265128291212022304534912109375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,35.36999999999999744204615126363933086395263671875
12,PCT_VENTS_ALL_USE_COVID_19,2.439999999999999946709294817992486059665679931640625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,13.910000000000000142108547152020037174224853515625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,83.650000000000005684341886080801486968994140625
