_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2172
2,BEDS_ICU_OCCUPIED_COVID_19,540
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1011
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,621
5,VENTS_TOTAL,2813
6,VENTS_ALL_USE_COVID_19,191
7,VENTS_NON_COVID_PTS_ON_VENTS,450
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2172
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,24.8599999999999994315658113919198513031005859375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,46.5499999999999971578290569595992565155029296875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,28.589999999999999857891452847979962825775146484375
12,PCT_VENTS_ALL_USE_COVID_19,6.79000000000000003552713678800500929355621337890625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.2099999999999937472239253111183643341064453125
