_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2180
2,BEDS_ICU_OCCUPIED_COVID_19,322
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1046
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,812
5,VENTS_TOTAL,2863
6,VENTS_ALL_USE_COVID_19,77
7,VENTS_NON_COVID_PTS_ON_VENTS,361
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2425
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,14.769999999999999573674358543939888477325439453125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,47.97999999999999687361196265555918216705322265625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,37.25
12,PCT_VENTS_ALL_USE_COVID_19,2.689999999999999946709294817992486059665679931640625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,12.6099999999999994315658113919198513031005859375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,84.7000000000000028421709430404007434844970703125
