_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2402
2,BEDS_ICU_OCCUPIED_COVID_19,281
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1085
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,1036
5,VENTS_TOTAL,2852
6,VENTS_ALL_USE_COVID_19,63
7,VENTS_NON_COVID_PTS_ON_VENTS,405
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2384
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,11.699999999999999289457264239899814128875732421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,45.1700000000000017053025658242404460906982421875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,43.13000000000000255795384873636066913604736328125
12,PCT_VENTS_ALL_USE_COVID_19,2.20999999999999996447286321199499070644378662109375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.199999999999999289457264239899814128875732421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,83.590000000000003410605131648480892181396484375
