_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2240
2,BEDS_ICU_OCCUPIED_COVID_19,327
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1093
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,820
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,87
7,VENTS_NON_COVID_PTS_ON_VENTS,439
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2370
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,14.5999999999999996447286321199499070644378662109375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,48.78999999999999914734871708787977695465087890625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,36.6099999999999994315658113919198513031005859375
12,PCT_VENTS_ALL_USE_COVID_19,3
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.160000000000000142108547152020037174224853515625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,81.840000000000003410605131648480892181396484375
