_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2167
2,BEDS_ICU_OCCUPIED_COVID_19,375
3,BEDS_ICU_NO_OCCUPIED_COVID_19,985
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,807
5,VENTS_TOTAL,2912
6,VENTS_ALL_USE_COVID_19,83
7,VENTS_NON_COVID_PTS_ON_VENTS,419
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2410
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,17.309999999999998721023075631819665431976318359375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,45.4500000000000028421709430404007434844970703125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,37.24000000000000198951966012828052043914794921875
12,PCT_VENTS_ALL_USE_COVID_19,2.850000000000000088817841970012523233890533447265625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.3900000000000005684341886080801486968994140625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,82.7600000000000051159076974727213382720947265625
