_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2240
2,BEDS_ICU_OCCUPIED_COVID_19,342
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1169
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,729
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,107
7,VENTS_NON_COVID_PTS_ON_VENTS,489
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2294
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,15.269999999999999573674358543939888477325439453125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,52.18999999999999772626324556767940521240234375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,32.53999999999999914734871708787977695465087890625
12,PCT_VENTS_ALL_USE_COVID_19,3.70000000000000017763568394002504646778106689453125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.9200000000000017053025658242404460906982421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,79.3799999999999954525264911353588104248046875
