_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2174
2,BEDS_ICU_OCCUPIED_COVID_19,310
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1012
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,852
5,VENTS_TOTAL,2863
6,VENTS_ALL_USE_COVID_19,81
7,VENTS_NON_COVID_PTS_ON_VENTS,356
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2426
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,14.2599999999999997868371792719699442386627197265625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,46.5499999999999971578290569595992565155029296875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,39.18999999999999772626324556767940521240234375
12,PCT_VENTS_ALL_USE_COVID_19,2.8300000000000000710542735760100185871124267578125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,12.42999999999999971578290569595992565155029296875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,84.7399999999999948840923025272786617279052734375
