_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2221
2,BEDS_ICU_OCCUPIED_COVID_19,382
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1068
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,771
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,132
7,VENTS_NON_COVID_PTS_ON_VENTS,492
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2266
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,17.199999999999999289457264239899814128875732421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,48.090000000000003410605131648480892181396484375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,34.71000000000000085265128291212022304534912109375
12,PCT_VENTS_ALL_USE_COVID_19,4.57000000000000028421709430404007434844970703125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,17.019999999999999573674358543939888477325439453125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.409999999999996589394868351519107818603515625
