_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2161
2,BEDS_ICU_OCCUPIED_COVID_19,495
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1001
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,665
5,VENTS_TOTAL,2811
6,VENTS_ALL_USE_COVID_19,167
7,VENTS_NON_COVID_PTS_ON_VENTS,461
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2183
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,22.910000000000000142108547152020037174224853515625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,46.32000000000000028421709430404007434844970703125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,30.769999999999999573674358543939888477325439453125
12,PCT_VENTS_ALL_USE_COVID_19,5.94000000000000039079850466805510222911834716796875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.39999999999999857891452847979962825775146484375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.659999999999996589394868351519107818603515625
