_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2233
2,BEDS_ICU_OCCUPIED_COVID_19,279
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1156
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,798
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,102
7,VENTS_NON_COVID_PTS_ON_VENTS,462
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2332
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,12.4900000000000002131628207280300557613372802734375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,51.77000000000000312638803734444081783294677734375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,35.74000000000000198951966012828052043914794921875
12,PCT_VENTS_ALL_USE_COVID_19,3.520000000000000017763568394002504646778106689453125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.949999999999999289457264239899814128875732421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,80.5199999999999960209606797434389591217041015625
