_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2164
2,BEDS_ICU_OCCUPIED_COVID_19,494
3,BEDS_ICU_NO_OCCUPIED_COVID_19,920
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,750
5,VENTS_TOTAL,2833
6,VENTS_ALL_USE_COVID_19,156
7,VENTS_NON_COVID_PTS_ON_VENTS,458
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2219
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,22.8299999999999982946974341757595539093017578125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,42.50999999999999801048033987171947956085205078125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,34.659999999999996589394868351519107818603515625
12,PCT_VENTS_ALL_USE_COVID_19,5.5099999999999997868371792719699442386627197265625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.1700000000000017053025658242404460906982421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.3299999999999982946974341757595539093017578125
