_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2147
2,BEDS_ICU_OCCUPIED_COVID_19,433
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1053
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,661
5,VENTS_TOTAL,2832
6,VENTS_ALL_USE_COVID_19,152
7,VENTS_NON_COVID_PTS_ON_VENTS,474
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2206
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,20.1700000000000017053025658242404460906982421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,49.0499999999999971578290569595992565155029296875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,30.78999999999999914734871708787977695465087890625
12,PCT_VENTS_ALL_USE_COVID_19,5.37000000000000010658141036401502788066864013671875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.739999999999998436805981327779591083526611328125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.900000000000005684341886080801486968994140625
