_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2145
2,BEDS_ICU_OCCUPIED_COVID_19,517
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1010
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,618
5,VENTS_TOTAL,2815
6,VENTS_ALL_USE_COVID_19,170
7,VENTS_NON_COVID_PTS_ON_VENTS,448
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2197
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,24.10000000000000142108547152020037174224853515625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,47.090000000000003410605131648480892181396484375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,28.809999999999998721023075631819665431976318359375
12,PCT_VENTS_ALL_USE_COVID_19,6.04000000000000003552713678800500929355621337890625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.910000000000000142108547152020037174224853515625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,78.0499999999999971578290569595992565155029296875
