_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2239
2,BEDS_ICU_OCCUPIED_COVID_19,308
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1115
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,816
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,103
7,VENTS_NON_COVID_PTS_ON_VENTS,469
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2324
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,13.7599999999999997868371792719699442386627197265625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,49.7999999999999971578290569595992565155029296875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,36.43999999999999772626324556767940521240234375
12,PCT_VENTS_ALL_USE_COVID_19,3.560000000000000053290705182007513940334320068359375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.190000000000001278976924368180334568023681640625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,80.25
