_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2321
2,BEDS_ICU_OCCUPIED_COVID_19,267
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1199
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,855
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,82
7,VENTS_NON_COVID_PTS_ON_VENTS,419
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2395
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,11.5
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,51.659999999999996589394868351519107818603515625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,36.840000000000003410605131648480892181396484375
12,PCT_VENTS_ALL_USE_COVID_19,2.8300000000000000710542735760100185871124267578125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.4700000000000006394884621840901672840118408203125
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,82.7000000000000028421709430404007434844970703125
