_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2264
2,BEDS_ICU_OCCUPIED_COVID_19,289
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1140
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,835
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,78
7,VENTS_NON_COVID_PTS_ON_VENTS,427
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2391
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,12.769999999999999573674358543939888477325439453125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,50.35000000000000142108547152020037174224853515625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,36.88000000000000255795384873636066913604736328125
12,PCT_VENTS_ALL_USE_COVID_19,2.689999999999999946709294817992486059665679931640625
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.7400000000000002131628207280300557613372802734375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,82.56000000000000227373675443232059478759765625
