_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2175
2,BEDS_ICU_OCCUPIED_COVID_19,559
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1005
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,611
5,VENTS_TOTAL,2814
6,VENTS_ALL_USE_COVID_19,195
7,VENTS_NON_COVID_PTS_ON_VENTS,463
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2156
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,25.699999999999999289457264239899814128875732421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,46.21000000000000085265128291212022304534912109375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,28.089999999999999857891452847979962825775146484375
12,PCT_VENTS_ALL_USE_COVID_19,6.92999999999999971578290569595992565155029296875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.449999999999999289457264239899814128875732421875
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,76.6200000000000045474735088646411895751953125
