_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2312
2,BEDS_ICU_OCCUPIED_COVID_19,258
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1259
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,795
5,VENTS_TOTAL,2938
6,VENTS_ALL_USE_COVID_19,80
7,VENTS_NON_COVID_PTS_ON_VENTS,414
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2444
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,11.160000000000000142108547152020037174224853515625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,54.46000000000000085265128291212022304534912109375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,34.3900000000000005684341886080801486968994140625
12,PCT_VENTS_ALL_USE_COVID_19,2.720000000000000195399252334027551114559173583984375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.089999999999999857891452847979962825775146484375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,83.18999999999999772626324556767940521240234375
