_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2394
2,BEDS_ICU_OCCUPIED_COVID_19,280
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1100
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,1014
5,VENTS_TOTAL,2874
6,VENTS_ALL_USE_COVID_19,81
7,VENTS_NON_COVID_PTS_ON_VENTS,377
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2416
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,11.699999999999999289457264239899814128875732421875
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,45.9500000000000028421709430404007434844970703125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,42.3599999999999994315658113919198513031005859375
12,PCT_VENTS_ALL_USE_COVID_19,2.819999999999999840127884453977458178997039794921875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,13.1199999999999992184029906638897955417633056640625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,84.06000000000000227373675443232059478759765625
