_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2303
2,BEDS_ICU_OCCUPIED_COVID_19,251
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1165
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,887
5,VENTS_TOTAL,2896
6,VENTS_ALL_USE_COVID_19,94
7,VENTS_NON_COVID_PTS_ON_VENTS,437
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2365
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,10.9000000000000003552713678800500929355621337890625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,50.590000000000003410605131648480892181396484375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,38.50999999999999801048033987171947956085205078125
12,PCT_VENTS_ALL_USE_COVID_19,3.25
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.089999999999999857891452847979962825775146484375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,81.659999999999996589394868351519107818603515625
