_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2158
2,BEDS_ICU_OCCUPIED_COVID_19,568
3,BEDS_ICU_NO_OCCUPIED_COVID_19,974
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,616
5,VENTS_TOTAL,2813
6,VENTS_ALL_USE_COVID_19,197
7,VENTS_NON_COVID_PTS_ON_VENTS,446
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2170
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,26.32000000000000028421709430404007434844970703125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,45.13000000000000255795384873636066913604736328125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,28.53999999999999914734871708787977695465087890625
12,PCT_VENTS_ALL_USE_COVID_19,7
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,15.8499999999999996447286321199499070644378662109375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.1400000000000005684341886080801486968994140625
