_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2189
2,BEDS_ICU_OCCUPIED_COVID_19,322
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1092
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,775
5,VENTS_TOTAL,2877
6,VENTS_ALL_USE_COVID_19,81
7,VENTS_NON_COVID_PTS_ON_VENTS,373
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2423
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,14.71000000000000085265128291212022304534912109375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,49.8900000000000005684341886080801486968994140625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,35.39999999999999857891452847979962825775146484375
12,PCT_VENTS_ALL_USE_COVID_19,2.819999999999999840127884453977458178997039794921875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,12.96000000000000085265128291212022304534912109375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,84.219999999999998863131622783839702606201171875
