_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2226
2,BEDS_ICU_OCCUPIED_COVID_19,396
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1124
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,706
5,VENTS_TOTAL,2890
6,VENTS_ALL_USE_COVID_19,125
7,VENTS_NON_COVID_PTS_ON_VENTS,514
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2251
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,17.78999999999999914734871708787977695465087890625
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,50.49000000000000198951966012828052043914794921875
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,31.719999999999998863131622783839702606201171875
12,PCT_VENTS_ALL_USE_COVID_19,4.3300000000000000710542735760100185871124267578125
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,17.78999999999999914734871708787977695465087890625
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,77.8900000000000005684341886080801486968994140625
