_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2493
2,BEDS_ICU_OCCUPIED_COVID_19,292
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1411
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,790
5,VENTS_TOTAL,3065
6,VENTS_ALL_USE_COVID_19,86
7,VENTS_NON_COVID_PTS_ON_VENTS,410
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2569
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,11.71000000000000085265128291212022304534912109375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,56.60000000000000142108547152020037174224853515625
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,31.690000000000001278976924368180334568023681640625
12,PCT_VENTS_ALL_USE_COVID_19,2.810000000000000053290705182007513940334320068359375
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,13.3800000000000007815970093361102044582366943359375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,83.81999999999999317878973670303821563720703125
