_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2398
2,BEDS_ICU_OCCUPIED_COVID_19,313
3,BEDS_ICU_NO_OCCUPIED_COVID_19,828
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,1257
5,VENTS_TOTAL,2853
6,VENTS_ALL_USE_COVID_19,69
7,VENTS_NON_COVID_PTS_ON_VENTS,403
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2381
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,13.050000000000000710542735760100185871124267578125
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,34.530000000000001136868377216160297393798828125
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,52.4200000000000017053025658242404460906982421875
12,PCT_VENTS_ALL_USE_COVID_19,2.4199999999999999289457264239899814128875732421875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,14.1300000000000007815970093361102044582366943359375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,83.4599999999999937472239253111183643341064453125
