_id,STATUS_TYPE,TOTAL
1,BEDS_ICU_TOTAL,2279
2,BEDS_ICU_OCCUPIED_COVID_19,284
3,BEDS_ICU_NO_OCCUPIED_COVID_19,1224
4,BEDS_AVAILABLE_ICU_BEDS_TOTAL,771
5,VENTS_TOTAL,2910
6,VENTS_ALL_USE_COVID_19,85
7,VENTS_NON_COVID_PTS_ON_VENTS,470
8,VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,2355
9,PCT_BEDS_ICU_OCCUPIED_COVID_19,12.46000000000000085265128291212022304534912109375
10,PCT_BEDS_ICU_NO_OCCUPIED_COVID_19,53.71000000000000085265128291212022304534912109375
11,PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL,33.8299999999999982946974341757595539093017578125
12,PCT_VENTS_ALL_USE_COVID_19,2.9199999999999999289457264239899814128875732421875
13,PCT_VENTS_NON_COVID_PTS_ON_VENTS,16.14999999999999857891452847979962825775146484375
14,PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE,80.93000000000000682121026329696178436279296875
